"comment_id","status_id","parent_id","sentence_number","sentence_id"
"101180699934084_27523","92886373210_101180699934084",-1,0,31442
"101180699934084_27529","92886373210_101180699934084",-1,0,146914
"101180699934084_27535","92886373210_101180699934084",-1,0,61217
"101180699934084_27552","92886373210_101180699934084",-1,0,143191
"101180699934084_27552","92886373210_101180699934084",-1,1,43167
"101180699934084_27557","92886373210_101180699934084",-1,0,151363
"101180699934084_27627","92886373210_101180699934084",-1,0,47830
"101180699934084_27628","92886373210_101180699934084",-1,0,105512
"101180699934084_27642","92886373210_101180699934084",-1,0,100077
"101180699934084_27658","92886373210_101180699934084",-1,0,78173
"101180699934084_27658","92886373210_101180699934084",-1,1,81853
"101180699934084_27658","92886373210_101180699934084",-1,2,43886
"101180699934084_27662","92886373210_101180699934084",-1,0,105260
"101180699934084_27675","92886373210_101180699934084",-1,0,150985
"101180699934084_27675","92886373210_101180699934084",-1,1,173499
"101180699934084_27693","92886373210_101180699934084",-1,0,136180
"101180699934084_27694","92886373210_101180699934084",-1,0,72780
"101180699934084_27702","92886373210_101180699934084",-1,0,57936
"101180699934084_27715","92886373210_101180699934084",-1,0,24058
"101180699934084_27715","92886373210_101180699934084",-1,1,35967
"101180699934084_27715","92886373210_101180699934084",-1,2,66457
"101180699934084_27715","92886373210_101180699934084",-1,3,88243
"101180699934084_27747","92886373210_101180699934084",-1,0,164480
"101180699934084_27747","92886373210_101180699934084",-1,1,40283
"101180699934084_27770","92886373210_101180699934084",-1,0,169515
"101180699934084_27772","92886373210_101180699934084",-1,0,25450
"101180699934084_27798","92886373210_101180699934084",-1,0,59245
"101180699934084_27798","92886373210_101180699934084",-1,1,70698
"101180699934084_27899","92886373210_101180699934084",-1,0,173112
"101180699934084_27965","92886373210_101180699934084",-1,0,147065
"101180699934084_28029","92886373210_101180699934084",-1,0,88025
"101180699934084_28068","92886373210_101180699934084",-1,0,70936
"101180699934084_28123","92886373210_101180699934084",-1,0,91182
"101180699934084_28128","92886373210_101180699934084",-1,0,129643
"101180699934084_28173","92886373210_101180699934084",-1,0,159764
"101180699934084_28228","92886373210_101180699934084",-1,0,160696
"101180699934084_28228","92886373210_101180699934084",-1,1,93268
"101180699934084_28228","92886373210_101180699934084",-1,2,55052
"101180699934084_28228","92886373210_101180699934084",-1,3,71141
"101180699934084_28236","92886373210_101180699934084",-1,0,34968
"101180699934084_28236","92886373210_101180699934084",-1,1,30919
"101180699934084_28245","92886373210_101180699934084",-1,0,123424
"101180699934084_28372","92886373210_101180699934084",-1,0,52871
"101180699934084_28457","92886373210_101180699934084",-1,0,39753
"101180699934084_28517","92886373210_101180699934084",-1,0,80476
"101180699934084_28551","92886373210_101180699934084",-1,0,91473
"101180699934084_28554","92886373210_101180699934084",-1,0,82853
"101180699934084_28554","92886373210_101180699934084",-1,1,32817
"101180699934084_28554","92886373210_101180699934084",-1,2,150748
"101180699934084_28554","92886373210_101180699934084",-1,3,162178
"101180699934084_28554","92886373210_101180699934084",-1,4,15567
"101180699934084_28554","92886373210_101180699934084",-1,5,80819
"101180699934084_28579","92886373210_101180699934084",-1,0,133273
"101180699934084_28646","92886373210_101180699934084",-1,0,91427
"101180699934084_28743","92886373210_101180699934084",-1,0,132085
"101180699934084_28847","92886373210_101180699934084",-1,0,22990
"101180699934084_28874","92886373210_101180699934084",-1,0,16880
"101180699934084_28976","92886373210_101180699934084",-1,0,92863
"101180699934084_29565","92886373210_101180699934084",-1,0,143916
"101180699934084_29604","92886373210_101180699934084",-1,0,96159
"101180699934084_29604","92886373210_101180699934084",-1,1,76448
"101180699934084_33049","92886373210_101180699934084",-1,0,156789
"101180699934084_33974","92886373210_101180699934084",-1,0,136301
"101180699934084_33974","92886373210_101180699934084",-1,1,151068
"101180699934084_33974","92886373210_101180699934084",-1,2,37678
"101180699934084_41706","92886373210_101180699934084",-1,0,23251
"101180699934084_41706","92886373210_101180699934084",-1,1,150588
"10150099003948783_14797718","92886373210_10150099003948783",-1,0,141904
"10150099003948783_14797724","92886373210_10150099003948783",-1,0,79111
"10150099003948783_14797731","92886373210_10150099003948783",-1,0,151685
"10150099003948783_14797742","92886373210_10150099003948783",-1,0,9677
"10150099003948783_14797743","92886373210_10150099003948783",-1,0,57444
"10150099003948783_14797745","92886373210_10150099003948783",-1,0,62518
"10150099003948783_14797752","92886373210_10150099003948783",-1,0,125024
"10150099003948783_14797763","92886373210_10150099003948783",-1,0,30495
"10150099003948783_14797765","92886373210_10150099003948783",-1,0,76761
"10150099003948783_14797768","92886373210_10150099003948783",-1,0,106557
"10150099003948783_14797775","92886373210_10150099003948783",-1,0,115280
"10150099003948783_14797782","92886373210_10150099003948783",-1,0,104177
"10150099003948783_14797784","92886373210_10150099003948783",-1,0,15233
"10150099003948783_14797799","92886373210_10150099003948783",-1,0,141116
"10150099003948783_14797812","92886373210_10150099003948783",-1,0,116227
"10150099003948783_14797822","92886373210_10150099003948783",-1,0,106985
"10150099003948783_14797827","92886373210_10150099003948783",-1,0,160950
"10150099003948783_14797829","92886373210_10150099003948783",-1,0,158309
"10150099003948783_14797831","92886373210_10150099003948783",-1,0,168898
"10150099003948783_14797834","92886373210_10150099003948783",-1,0,135815
"10150099003948783_14797842","92886373210_10150099003948783",-1,0,39544
"10150099003948783_14797852","92886373210_10150099003948783",-1,0,38619
"10150099003948783_14797857","92886373210_10150099003948783",-1,0,14858
"10150099003948783_14797860","92886373210_10150099003948783",-1,0,79441
"10150099003948783_14797864","92886373210_10150099003948783",-1,0,35789
"10150099003948783_14797871","92886373210_10150099003948783",-1,0,149119
"10150099003948783_14797872","92886373210_10150099003948783",-1,0,133737
"10150099003948783_14797875","92886373210_10150099003948783",-1,0,82071
"10150099003948783_14797876","92886373210_10150099003948783",-1,0,173816
"10150099003948783_14797877","92886373210_10150099003948783",-1,0,163385
"10150099003948783_14797888","92886373210_10150099003948783",-1,2,32713
"10150099003948783_14797890","92886373210_10150099003948783",-1,0,89832
"10150099003948783_14797891","92886373210_10150099003948783",-1,0,105496
"10150099003948783_14797894","92886373210_10150099003948783",-1,0,69231
"10150099003948783_14797895","92886373210_10150099003948783",-1,0,87045
"10150099003948783_14797895","92886373210_10150099003948783",-1,1,12377
"10150099003948783_14797901","92886373210_10150099003948783",-1,0,152481
"10150099003948783_14797908","92886373210_10150099003948783",-1,0,119856
"10150099003948783_14797920","92886373210_10150099003948783",-1,0,90209
"10150099003948783_14797937","92886373210_10150099003948783",-1,0,139556
"10150099003948783_14797958","92886373210_10150099003948783",-1,0,17031
"10150099003948783_14797977","92886373210_10150099003948783",-1,0,21833
"10150099003948783_14797982","92886373210_10150099003948783",-1,0,21485
"10150099003948783_14797985","92886373210_10150099003948783",-1,0,167284
"10150099003948783_14797986","92886373210_10150099003948783",-1,0,24038
"10150099003948783_14797992","92886373210_10150099003948783",-1,0,96419
"10150099003948783_14797994","92886373210_10150099003948783",-1,1,99427
"10150099003948783_14797998","92886373210_10150099003948783",-1,0,48526
"10150099003948783_14798007","92886373210_10150099003948783",-1,0,59117
"10150099003948783_14798012","92886373210_10150099003948783",-1,0,75608
"10150099003948783_14798022","92886373210_10150099003948783",-1,0,78324
"10150099003948783_14798033","92886373210_10150099003948783",-1,0,162597
"10150099003948783_14798060","92886373210_10150099003948783",-1,0,115748
"10150099003948783_14798062","92886373210_10150099003948783",-1,0,49904
"10150099003948783_14798063","92886373210_10150099003948783",-1,0,133557
"10150099003948783_14798065","92886373210_10150099003948783",-1,0,50547
"10150099003948783_14798067","92886373210_10150099003948783",-1,0,64797
"10150099003948783_14798072","92886373210_10150099003948783",-1,0,70778
"10150099003948783_14798076","92886373210_10150099003948783",-1,0,166931
"10150099003948783_14798084","92886373210_10150099003948783",-1,0,80737
"10150099003948783_14798090","92886373210_10150099003948783",-1,0,63857
"10150099003948783_14798091","92886373210_10150099003948783",-1,0,36875
"10150099003948783_14798129","92886373210_10150099003948783",-1,0,17600
"10150099003948783_14798134","92886373210_10150099003948783",-1,0,159626
"10150099003948783_14798140","92886373210_10150099003948783",-1,0,29508
"10150099003948783_14798142","92886373210_10150099003948783",-1,0,118119
"10150099003948783_14798154","92886373210_10150099003948783",-1,0,126427
"10150099003948783_14798162","92886373210_10150099003948783",-1,0,144820
"10150099003948783_14798189","92886373210_10150099003948783",-1,0,39952
"10150099003948783_14798197","92886373210_10150099003948783",-1,0,116698
"10150099003948783_14798197","92886373210_10150099003948783",-1,1,97141
"10150099003948783_14798217","92886373210_10150099003948783",-1,0,111121
"10150099003948783_14798219","92886373210_10150099003948783",-1,0,44035
"10150099003948783_14798222","92886373210_10150099003948783",-1,0,53685
"10150099003948783_14798226","92886373210_10150099003948783",-1,0,139385
"10150099003948783_14798228","92886373210_10150099003948783",-1,0,141883
"10150099003948783_14798238","92886373210_10150099003948783",-1,0,15384
"10150099003948783_14798239","92886373210_10150099003948783",-1,0,71794
"10150099003948783_14798239","92886373210_10150099003948783",-1,1,173912
"10150099003948783_14798253","92886373210_10150099003948783",-1,0,117048
"10150099003948783_14798258","92886373210_10150099003948783",-1,0,62237
"10150099003948783_14798258","92886373210_10150099003948783",-1,2,14595
"10150099003948783_14798258","92886373210_10150099003948783",-1,4,58813
"10150099003948783_14798279","92886373210_10150099003948783",-1,0,172999
"10150099003948783_14798284","92886373210_10150099003948783",-1,0,87079
"10150099003948783_14798287","92886373210_10150099003948783",-1,0,43959
"10150099003948783_14798326","92886373210_10150099003948783",-1,0,29524
"10150099003948783_14798327","92886373210_10150099003948783",-1,0,144620
"10150099003948783_14798352","92886373210_10150099003948783",-1,0,137045
"10150099003948783_14798378","92886373210_10150099003948783",-1,0,55900
"10150099003948783_14798391","92886373210_10150099003948783",-1,0,16103
"10150099003948783_14798412","92886373210_10150099003948783",-1,0,104345
"10150099003948783_14798421","92886373210_10150099003948783",-1,0,50752
"10150099003948783_14798428","92886373210_10150099003948783",-1,0,61715
"10150099003948783_14798459","92886373210_10150099003948783",-1,0,101689
"10150099003948783_14798461","92886373210_10150099003948783",-1,0,130249
"10150099003948783_14798463","92886373210_10150099003948783",-1,0,125131
"10150099003948783_14798464","92886373210_10150099003948783",-1,0,124151
"10150099003948783_14798480","92886373210_10150099003948783",-1,0,108103
"10150099003948783_14798489","92886373210_10150099003948783",-1,0,27112
"10150099003948783_14798501","92886373210_10150099003948783",-1,0,137546
"10150099003948783_14798532","92886373210_10150099003948783",-1,0,82136
"10150099003948783_14798533","92886373210_10150099003948783",-1,0,101741
"10150099003948783_14798547","92886373210_10150099003948783",-1,0,157955
"10150099003948783_14798566","92886373210_10150099003948783",-1,0,54523
"10150099003948783_14798585","92886373210_10150099003948783",-1,0,68371
"10150099003948783_14798592","92886373210_10150099003948783",-1,0,67669
"10150099003948783_14798593","92886373210_10150099003948783",-1,0,32389
"10150099003948783_14798597","92886373210_10150099003948783",-1,0,51459
"10150099003948783_14798628","92886373210_10150099003948783",-1,0,166478
"10150099003948783_14798650","92886373210_10150099003948783",-1,0,16799
"10150099003948783_14798657","92886373210_10150099003948783",-1,0,113964
"10150099003948783_14798659","92886373210_10150099003948783",-1,0,138453
"10150099003948783_14798668","92886373210_10150099003948783",-1,0,63303
"10150099003948783_14798670","92886373210_10150099003948783",-1,0,166275
"10150099003948783_14798675","92886373210_10150099003948783",-1,0,71546
"10150099003948783_14798679","92886373210_10150099003948783",-1,0,63194
"10150099003948783_14798695","92886373210_10150099003948783",-1,0,33391
"10150099003948783_14798710","92886373210_10150099003948783",-1,0,57998
"10150099003948783_14798719","92886373210_10150099003948783",-1,0,41479
"10150099003948783_14798726","92886373210_10150099003948783",-1,0,20514
"10150099003948783_14798738","92886373210_10150099003948783",-1,0,63561
"10150099003948783_14798745","92886373210_10150099003948783",-1,0,135627
"10150099003948783_14798777","92886373210_10150099003948783",-1,0,13387
"10150099003948783_14798777","92886373210_10150099003948783",-1,1,141076
"10150099003948783_14798811","92886373210_10150099003948783",-1,0,12506
"10150099003948783_14798811","92886373210_10150099003948783",-1,1,32839
"10150099003948783_14798821","92886373210_10150099003948783",-1,0,151983
"10150099003948783_14798827","92886373210_10150099003948783",-1,0,65495
"10150099003948783_14798831","92886373210_10150099003948783",-1,0,110740
"10150099003948783_14798833","92886373210_10150099003948783",-1,0,57480
"10150099003948783_14798843","92886373210_10150099003948783",-1,0,59769
"10150099003948783_14798846","92886373210_10150099003948783",-1,0,54469
"10150099003948783_14798863","92886373210_10150099003948783",-1,0,24584
"10150099003948783_14798863","92886373210_10150099003948783",-1,1,60751
"10150099003948783_14798863","92886373210_10150099003948783",-1,2,54518
"10150099003948783_14798893","92886373210_10150099003948783",-1,0,56936
"10150099003948783_14798893","92886373210_10150099003948783",-1,1,18332
"10150099003948783_14798951","92886373210_10150099003948783",-1,0,31897
"10150099003948783_14798968","92886373210_10150099003948783",-1,0,16395
"10150099003948783_14798987","92886373210_10150099003948783",-1,0,115605
"10150099003948783_14799015","92886373210_10150099003948783",-1,0,17959
"10150099003948783_14799063","92886373210_10150099003948783",-1,0,148200
"10150099003948783_14799078","92886373210_10150099003948783",-1,0,110369
"10150099003948783_14799078","92886373210_10150099003948783",-1,1,70946
"10150099003948783_14799090","92886373210_10150099003948783",-1,0,169698
"10150099003948783_14799112","92886373210_10150099003948783",-1,0,68862
"10150099003948783_14799144","92886373210_10150099003948783",-1,0,92760
"10150099003948783_14799145","92886373210_10150099003948783",-1,0,57532
"10150099003948783_14799165","92886373210_10150099003948783",-1,0,137164
"10150099003948783_14799191","92886373210_10150099003948783",-1,0,34886
"10150099003948783_14799191","92886373210_10150099003948783",-1,1,52104
"10150099003948783_14799255","92886373210_10150099003948783",-1,0,74063
"10150099003948783_14799307","92886373210_10150099003948783",-1,0,99811
"10150099003948783_14799321","92886373210_10150099003948783",-1,0,101338
"10150099003948783_14799328","92886373210_10150099003948783",-1,0,15604
"10150099003948783_14799335","92886373210_10150099003948783",-1,0,21296
"10150099003948783_14799363","92886373210_10150099003948783",-1,0,73652
"10150099003948783_14799370","92886373210_10150099003948783",-1,0,105082
"10150099003948783_14799373","92886373210_10150099003948783",-1,0,130981
"10150099003948783_14799375","92886373210_10150099003948783",-1,0,13639
"10150099003948783_14799379","92886373210_10150099003948783",-1,0,132965
"10150099003948783_14799384","92886373210_10150099003948783",-1,0,53828
"10150099003948783_14799394","92886373210_10150099003948783",-1,0,134283
"10150099003948783_14799403","92886373210_10150099003948783",-1,0,105903
"10150099003948783_14799411","92886373210_10150099003948783",-1,0,86770
"10150099003948783_14799415","92886373210_10150099003948783",-1,0,131952
"10150099003948783_14799416","92886373210_10150099003948783",-1,0,85011
"10150099003948783_14799427","92886373210_10150099003948783",-1,0,103150
"10150099003948783_14799484","92886373210_10150099003948783",-1,0,106970
"10150099003948783_14799534","92886373210_10150099003948783",-1,0,50608
"10150099003948783_14799547","92886373210_10150099003948783",-1,0,168265
"10150099003948783_14799553","92886373210_10150099003948783",-1,0,78828
"10150099003948783_14799602","92886373210_10150099003948783",-1,0,128088
"10150099003948783_14799611","92886373210_10150099003948783",-1,1,118870
"10150099003948783_14799633","92886373210_10150099003948783",-1,0,60531
"10150099003948783_14799690","92886373210_10150099003948783",-1,0,68724
"10150099003948783_14799713","92886373210_10150099003948783",-1,0,169399
"10150099003948783_14799788","92886373210_10150099003948783",-1,0,85672
"10150099003948783_14799798","92886373210_10150099003948783",-1,0,113270
"10150099003948783_14799806","92886373210_10150099003948783",-1,0,25562
"10150099003948783_14799811","92886373210_10150099003948783",-1,0,155059
"10150099003948783_14799857","92886373210_10150099003948783",-1,0,100424
"10150099003948783_14799902","92886373210_10150099003948783",-1,0,114850
"10150099003948783_14799970","92886373210_10150099003948783",-1,0,26239
"10150099003948783_14799977","92886373210_10150099003948783",-1,0,19301
"10150099003948783_14799984","92886373210_10150099003948783",-1,0,24862
"10150099003948783_14800021","92886373210_10150099003948783",-1,0,111346
"10150099003948783_14800026","92886373210_10150099003948783",-1,0,51268
"10150099003948783_14800100","92886373210_10150099003948783",-1,0,148277
"10150099003948783_14800209","92886373210_10150099003948783",-1,0,136292
"10150099003948783_14800332","92886373210_10150099003948783",-1,0,141021
"10150099003948783_14800396","92886373210_10150099003948783",-1,0,56101
"10150099003948783_14800424","92886373210_10150099003948783",-1,0,83168
"10150099003948783_14800432","92886373210_10150099003948783",-1,0,55101
"10150099003948783_14800454","92886373210_10150099003948783",-1,0,92164
"10150099003948783_14800458","92886373210_10150099003948783",-1,0,102136
"10150099003948783_14800473","92886373210_10150099003948783",-1,0,81775
"10150099003948783_14800476","92886373210_10150099003948783",-1,0,54267
"10150099003948783_14800510","92886373210_10150099003948783",-1,0,56694
"10150099003948783_14800538","92886373210_10150099003948783",-1,0,100548
"10150099003948783_14800559","92886373210_10150099003948783",-1,1,69405
"10150099003948783_14800586","92886373210_10150099003948783",-1,0,117396
"10150099003948783_14800604","92886373210_10150099003948783",-1,0,93577
"10150099003948783_14800644","92886373210_10150099003948783",-1,0,122960
"10150099003948783_14800681","92886373210_10150099003948783",-1,0,157423
"10150099003948783_14800707","92886373210_10150099003948783",-1,0,66062
"10150099003948783_14800707","92886373210_10150099003948783",-1,1,134963
"10150099003948783_14800758","92886373210_10150099003948783",-1,0,72497
"10150099003948783_14800891","92886373210_10150099003948783",-1,0,19056
"10150099003948783_14800896","92886373210_10150099003948783",-1,0,96642
"10150099003948783_14800897","92886373210_10150099003948783",-1,0,104905
"10150099003948783_14800907","92886373210_10150099003948783",-1,0,66158
"10150099003948783_14801195","92886373210_10150099003948783",-1,0,98413
"10150099003948783_14801275","92886373210_10150099003948783",-1,0,86263
"10150099003948783_14801298","92886373210_10150099003948783",-1,0,123444
"10150099003948783_14801480","92886373210_10150099003948783",-1,0,59583
"10150099003948783_14801645","92886373210_10150099003948783",-1,0,91489
"10150099003948783_14802285","92886373210_10150099003948783",-1,0,133888
"10150099003948783_14802642","92886373210_10150099003948783",-1,0,161651
"10150099003948783_14802642","92886373210_10150099003948783",-1,1,154271
"10150099003948783_14802650","92886373210_10150099003948783",-1,0,137425
"10150099003948783_14802678","92886373210_10150099003948783",-1,0,28436
"10150099003948783_14802678","92886373210_10150099003948783",-1,1,30861
"10150099003948783_14803564","92886373210_10150099003948783",-1,0,59585
"10150099003948783_14803739","92886373210_10150099003948783",-1,0,42004
"10150099003948783_14803817","92886373210_10150099003948783",-1,0,77616
"10150099003948783_14803833","92886373210_10150099003948783",-1,0,32655
"10150099003948783_14803917","92886373210_10150099003948783",-1,0,26539
"10150099003948783_14803951","92886373210_10150099003948783",-1,0,99377
"10150099003948783_14803954","92886373210_10150099003948783",-1,0,47868
"10150099003948783_14803969","92886373210_10150099003948783",-1,0,78139
"10150099003948783_14803989","92886373210_10150099003948783",-1,0,41427
"10150099003948783_14804010","92886373210_10150099003948783",-1,0,55665
"10150099003948783_14804025","92886373210_10150099003948783",-1,0,145766
"10150099003948783_14804183","92886373210_10150099003948783",-1,0,23766
"10150099003948783_14804195","92886373210_10150099003948783",-1,0,91280
"10150099003948783_14804252","92886373210_10150099003948783",-1,0,175133
"10150099003948783_14804253","92886373210_10150099003948783",-1,0,136289
"10150099003948783_14804259","92886373210_10150099003948783",-1,0,138600
"10150099003948783_14804290","92886373210_10150099003948783",-1,0,140591
"10150099003948783_14804315","92886373210_10150099003948783",-1,0,10488
"10150099003948783_14804338","92886373210_10150099003948783",-1,0,58247
"10150099003948783_14804598","92886373210_10150099003948783",-1,0,126549
"10150099003948783_14804610","92886373210_10150099003948783",-1,0,125121
"10150099003948783_14804610","92886373210_10150099003948783",-1,1,139736
"10150099003948783_14804662","92886373210_10150099003948783",-1,0,116273
"10150099003948783_14804724","92886373210_10150099003948783",-1,0,58508
"10150099003948783_14804989","92886373210_10150099003948783",-1,0,53696
"10150099003948783_14805031","92886373210_10150099003948783",-1,0,90437
"10150099003948783_14805074","92886373210_10150099003948783",-1,0,60535
"10150099003948783_14806843","92886373210_10150099003948783",-1,0,15022
"10150099003948783_14807288","92886373210_10150099003948783",-1,0,136267
"10150099003948783_14808406","92886373210_10150099003948783",-1,0,140126
"10150099003948783_14808406","92886373210_10150099003948783",-1,1,150066
"10150099003948783_14808406","92886373210_10150099003948783",-1,2,66859
"10150099003948783_14808406","92886373210_10150099003948783",-1,3,162127
"10150099003948783_14808406","92886373210_10150099003948783",-1,4,60356
"10150099003948783_14808406","92886373210_10150099003948783",-1,5,148781
"10150099003948783_14811264","92886373210_10150099003948783",-1,0,143694
"10150099003948783_14811451","92886373210_10150099003948783",-1,0,18715
"10150099003948783_14812375","92886373210_10150099003948783",-1,0,76270
"10150099003948783_14812569","92886373210_10150099003948783",-1,0,67117
"10150099003948783_14812668","92886373210_10150099003948783",-1,0,129703
"10150099003948783_14817717","92886373210_10150099003948783",-1,0,74291
"10150099003948783_14817717","92886373210_10150099003948783",-1,1,40267
"10150099003948783_14817717","92886373210_10150099003948783",-1,2,147485
"10150099003948783_14817717","92886373210_10150099003948783",-1,3,159283
"10150099003948783_14817717","92886373210_10150099003948783",-1,4,137059
"10150099003948783_14817717","92886373210_10150099003948783",-1,5,71061
"10150099003948783_14824355","92886373210_10150099003948783",-1,0,132179
"10150099003948783_14825002","92886373210_10150099003948783",-1,0,73184
"10150099003948783_14852784","92886373210_10150099003948783",-1,0,113641
"10150099003948783_14852803","92886373210_10150099003948783",-1,0,66022
"10150099003948783_14894877","92886373210_10150099003948783",-1,0,10941
"10150099003948783_14901491","92886373210_10150099003948783",-1,0,100141
"10150099003948783_14933912","92886373210_10150099003948783",-1,0,44277
"10150100515233211_4062651","92886373210_10150100515243211",-1,0,173906
"10150100515233211_4062653","92886373210_10150100515243211",-1,0,146286
"10150100515233211_4062654","92886373210_10150100515243211",-1,0,118718
"10150100515233211_4062659","92886373210_10150100515243211",-1,0,110130
"10150100515233211_4062660","92886373210_10150100515243211",-1,0,117999
"10150100515233211_4062665","92886373210_10150100515243211",-1,0,97456
"10150100515233211_4062673","92886373210_10150100515243211",-1,0,152702
"10150100515233211_4062682","92886373210_10150100515243211",-1,0,101185
"10150100515233211_4062692","92886373210_10150100515243211",-1,0,164378
"10150100515233211_4062697","92886373210_10150100515243211",-1,0,58750
"10150100515233211_4062718","92886373210_10150100515243211",-1,0,23497
"10150100515233211_4062718","92886373210_10150100515243211",-1,0,27260
"10150100515233211_4062718","92886373210_10150100515243211",-1,0,53497
"10150100515233211_4062718","92886373210_10150100515243211",-1,0,77973
"10150100515233211_4062718","92886373210_10150100515243211",-1,0,83962
"10150100515233211_4062718","92886373210_10150100515243211",-1,0,103742
"10150100515233211_4062718","92886373210_10150100515243211",-1,0,117657
"10150100515233211_4062718","92886373210_10150100515243211",-1,0,131144
"10150100515233211_4062718","92886373210_10150100515243211",-1,0,156400
"10150100515233211_4062718","92886373210_10150100515243211",-1,1,77482
"10150100515233211_4062720","92886373210_10150100515243211",-1,0,153615
"10150100515233211_4062745","92886373210_10150100515243211",-1,0,130932
"10150100515233211_4062760","92886373210_10150100515243211",-1,0,126289
"10150100515233211_4062760","92886373210_10150100515243211",-1,1,73732
"10150100515233211_4062766","92886373210_10150100515243211",-1,0,114875
"10150100515233211_4062776","92886373210_10150100515243211",-1,0,152337
"10150100515233211_4062914","92886373210_10150100515243211",-1,0,15924
"10150100515233211_4062920","92886373210_10150100515243211",-1,0,85958
"10150100515233211_4062937","92886373210_10150100515243211",-1,0,97052
"10150100515233211_4063008","92886373210_10150100515243211",-1,0,102838
"10150100515233211_4063067","92886373210_10150100515243211",-1,0,156112
"10150100515233211_4063113","92886373210_10150100515243211",-1,0,43442
"10150100515233211_4063327","92886373210_10150100515243211",-1,0,19372
"10150100515233211_4063425","92886373210_10150100515243211",-1,0,133156
"10150100515233211_4063448","92886373210_10150100515243211",-1,0,163733
"10150100515233211_4063448","92886373210_10150100515243211",-1,3,64103
"10150100515233211_4063448","92886373210_10150100515243211",-1,5,108138
"10150100515233211_4064019","92886373210_10150100515243211",-1,0,163564
"10150100515233211_4064321","92886373210_10150100515243211",-1,0,140582
"10150100515233211_4064321","92886373210_10150100515243211",-1,1,78935
"10150100515233211_4066119","92886373210_10150100515243211",-1,0,82411
"10150100515233211_4068617","92886373210_10150100515243211",-1,0,170206
"10150100515233211_4068617","92886373210_10150100515243211",-1,1,149630
"10150100515233211_4068617","92886373210_10150100515243211",-1,2,124508
"10150100515233211_4080355","92886373210_10150100515243211",-1,0,10164
"10150101909598211_14974002","92886373210_10150101910628211",-1,0,62245
"10150101909598211_14974010","92886373210_10150101910628211",-1,0,162644
"10150101909598211_14974010","92886373210_10150101910628211",-1,1,15181
"10150101909598211_14974010","92886373210_10150101910628211",-1,2,66867
"10150101909598211_14974010","92886373210_10150101910628211",-1,3,30830
"10150101909598211_14974062","92886373210_10150101910628211",-1,0,70934
"10150101909598211_14974062","92886373210_10150101910628211",-1,1,122306
